FIGHTER_A,FIGHTER_B,Result,A Win,B Win,A_WIN_DIFF,A_FINISH_DIFF,A_AVG_ODDS,A_CUMULATIVE_RDS,A_STR_ACCURACY_DIFF,A_AVG_TD_ACCURACY,A_AVG_TD_DEFENCE,A_CTRL_TIME_DIFF,A_KD_PER_RD_DIFF,A_STR_PER_RD_DIFF,A_STR_ATTEMPT_PER_RD_DIFF,A_TD_PER_RD_DIFF,A_TD_ATTEMPT_PER_RD_DIFF,A_SUB_ATTEMPT_PER_RD_DIFF,B_WIN_DIFF,B_FINISH_DIFF,B_AVG_ODDS,B_CUMULATIVE_RDS,B_STR_ACCURACY_DIFF,B_AVG_TD_ACCURACY,B_AVG_TD_DEFENCE,B_CTRL_TIME_DIFF,B_KD_PER_RD_DIFF,B_STR_PER_RD_DIFF,B_STR_ATTEMPT_PER_RD_DIFF,B_TD_PER_RD_DIFF,B_TD_ATTEMPT_PER_RD_DIFF,B_SUB_ATTEMPT_PER_RD_DIFF,A_HEIGHT_DIFF,A_REACH_DIFF,A_AGE_DIFF,A_CUMULATIVE_RDS_DIFF
Bart Palaszewski,Hatsu Hioki,0,2.7,1.54,1,1,3.65,1.00,-0.03,0.00,1.00,0.00,1.00,11.00,45.00,0.00,0.00,0.00,1.00,0.00,1.32,3.00,0.15,0.28,0.00,0.22,0.00,-3.67,-18.33,0.00,1.67,0.00,-2,-3,0,-2.00
Ryan Bader,Quinton Jackson,1,2.35,1.69,4,1,1.90,17.00,0.11,0.26,0.88,0.14,0.24,4.06,2.88,0.82,2.12,-0.18,2.00,0.00,2.94,27.00,-0.02,0.29,0.84,-0.09,0.22,-2.52,-7.44,-0.15,-1.44,-0.33,1,1,-5,-10.00
Joe Lauzon,Anthony Pettis,0,3.58,1.35,4,5,2.76,17.00,0.11,0.43,0.82,0.23,0.06,-4.35,-13.41,0.53,0.94,1.06,0.00,0.00,1.41,6.00,0.03,0.33,0.51,-0.21,0.00,-0.17,-2.33,-0.33,-1.17,0.17,0,-1,3,11.00
Norifumi Yamamoto,Vaughan Lee,0,1.34,3.6,-2,0,1.57,6.00,-0.21,0.13,0.34,-0.16,0.00,-3.67,-4.50,-1.83,-2.00,-0.17,-1.00,0.00,2.88,3.00,-0.07,0.44,0.34,-0.05,0.00,-7.67,-11.00,0.67,2.00,0.33,-2,0,5,3.00
Yushin Okami,Tim Boetsch,0,1.24,4.65,4,1,2.85,21.00,0.03,0.26,0.79,0.17,0.05,0.71,1.38,-0.29,-1.86,0.00,2.00,0.00,2.55,18.00,0.14,0.27,0.65,-0.10,0.06,2.28,-2.72,0.39,0.67,0.06,2,1,0,3.00
Riki Fukuda,Steve Cantwell,1,1.32,3.8,-1,0,1.83,3.00,0.01,0.66,1.00,0.32,0.00,-4.33,-14.33,2.00,2.67,0.00,-3.00,1.00,1.67,13.00,-0.07,0.23,0.78,0.00,-0.08,-12.69,-13.69,0.00,-0.77,0.15,-2,-2,5,-10.00
Jonathan Brookins,Vagner Rocha,1,1.61,2.55,0,0,2.14,6.00,0.01,0.14,1.00,0.55,-0.17,-2.50,-7.67,0.67,5.33,0.00,0.00,1.00,2.90,5.00,-0.07,0.57,1.00,0.30,0.00,-7.40,-6.80,0.60,1.60,0.60,2,1,-3,1.00
Diego Sanchez,Jake Ellenberger,0,4.2,1.28,3,1,2.01,27.00,-0.11,0.27,0.78,0.10,0.04,-0.52,3.74,0.07,2.22,0.15,4.00,4.00,1.66,13.00,0.12,0.68,0.92,0.27,0.38,3.85,4.69,1.00,0.69,-0.15,1,1,4,14.00
Walel Watson,TJ Dillashaw,0,3.35,1.39,0,1,2.23,4.00,0.12,0.00,0.84,0.01,0.50,5.75,24.50,-0.50,-1.25,0.50,-1.00,-1.00,1.47,1.00,-0.20,0.00,1.00,-0.03,-1.00,-5.00,-3.00,0.00,0.00,0.00,5,8,2,3.00
Ivan Menjivar,John Albert,1,1.42,3.2,2,1,1.58,4.00,-0.05,0.00,0.75,-0.03,0.25,8.25,19.75,-0.50,-0.75,-0.25,1.00,1.00,3.05,1.00,0.32,0.00,1.00,0.68,1.00,18.00,24.00,0.00,0.00,0.00,-2,-4,4,3.00
Philip De Fries,Stipe Miocic,0,5.1,1.19,1,0,1.65,3.00,-0.12,0.60,1.00,0.55,0.00,-5.00,-5.67,1.00,1.67,-0.67,1.00,0.00,1.36,3.00,0.14,0.57,0.50,0.34,0.00,5.33,-3.33,1.00,1.67,0.00,1,-1,-4,0.00
Dave Herman,Stefan Struve,0,1.9,2.01,1,1,1.70,2.00,0.09,1.00,0.75,-0.14,0.50,10.50,13.00,0.00,-1.50,0.00,3.00,2.00,2.39,14.00,-0.01,0.22,0.56,-0.25,-0.29,-2.43,-5.79,-0.14,-0.07,0.93,-7,-7,4,-12.00
Ronny Markes,Aaron Simpson,1,1.71,2.3,1,0,3.00,3.00,0.44,1.00,1.00,0.82,0.00,10.67,9.33,2.00,0.67,-0.33,4.00,1.00,1.52,20.00,0.11,0.44,0.92,0.40,0.20,5.20,5.00,1.10,2.80,0.05,1,2,-14,-17.00
Nick Diaz,Carlos Condit,0,1.53,2.75,1,0,1.87,3.00,-0.03,0.00,0.75,0.13,0.00,30.00,62.00,-0.33,-1.33,0.00,3.00,3.00,2.26,11.00,0.07,0.25,0.38,-0.10,0.00,6.82,15.36,-0.73,-0.91,-0.27,-1,1,1,-8.00
Roy Nelson,Fabricio Werdum,0,2.4,1.67,1,3,2.26,11.00,-0.05,0.30,0.75,0.15,0.09,-10.00,-16.55,-0.36,0.09,0.00,1.00,1.00,2.00,4.00,0.01,0.17,0.75,0.13,-0.25,6.50,16.25,-0.25,0.25,0.00,-4,-4,1,7.00
Scott Jorgensen,Renan Barao,0,2.95,1.47,2,1,1.23,4.00,0.09,1.00,1.00,0.34,0.00,-0.50,-9.25,1.50,0.75,-0.25,2.00,1.00,1.55,4.00,0.14,0.43,1.00,0.37,0.25,11.00,16.25,1.50,1.75,0.25,-1,-4,5,0.00
Ed Herman,Clifford Starks,1,1.45,3,1,1,2.00,15.00,-0.10,0.52,0.76,0.02,0.07,4.00,9.60,0.53,0.47,-0.07,1.00,0.00,2.10,3.00,0.07,1.00,1.00,0.39,0.00,2.67,3.33,1.00,1.00,0.00,1,-1,1,12.00
Matt Brown,Chris Cope,1,1.3,4.05,0,0,2.51,22.00,0.17,0.48,0.66,-0.22,0.18,4.41,4.14,-0.77,-2.64,0.09,0.00,-1.00,2.95,4.00,-0.34,0.00,1.00,-0.13,-0.50,2.25,26.75,0.00,-0.25,0.00,0,3,2,18.00
Mike Pierce,Josh Koscheck,0,3.48,1.37,3,2,1.52,20.00,0.12,0.44,0.92,0.44,0.05,3.30,3.05,0.75,0.90,0.10,3.00,4.00,2.52,25.00,0.05,0.29,0.87,0.14,0.00,-4.44,-8.52,0.20,0.60,-0.40,-2,-2,-3,-5.00
Alex Caceres,Edwin Figueroa,0,2.15,1.8,-1,-2,3.71,6.00,-0.07,0.00,0.45,-0.41,0.00,13.67,21.83,-1.67,-3.00,-0.33,0.00,1.00,2.96,5.00,-0.21,0.00,0.44,0.06,0.00,3.20,5.80,-1.20,-2.60,-0.40,3,4,-4,1.00
Chris Camozzi,Dustin Jacoby,1,1.69,2.35,0,-1,2.03,10.00,0.06,0.00,0.35,0.13,-0.10,2.70,1.80,-0.90,-0.40,-0.10,-1.00,0.00,1.83,3.00,-0.07,0.00,0.00,-0.39,0.00,-2.67,-3.33,-1.00,-1.00,0.00,-1,-1,2,7.00
Michael Bisping,Chael Sonnen,0,4.4,1.26,6,4,1.46,29.00,0.11,0.35,0.69,-0.02,-0.03,10.17,14.28,-0.03,-0.55,-0.03,2.00,-1.00,3.24,17.00,0.17,0.54,0.79,0.71,0.00,12.29,20.41,1.06,1.47,-0.41,0,2,-2,12.00
Chris Weidman,Demian Maia,1,1.66,2.42,3,2,1.31,5.00,0.09,0.87,1.00,0.66,0.00,4.20,7.60,1.40,2.00,0.40,6.00,4.00,2.61,29.00,0.03,0.37,0.88,0.24,-0.07,0.55,-0.66,0.72,2.31,0.28,1,6,-7,-24.00
Jon Olav Einemo,Mike Russow,0,1.95,1.95,-1,-1,2.33,2.00,-0.09,0.25,0.00,0.14,-0.50,-10.50,-13.00,0.00,1.50,0.00,3.00,2.00,3.50,8.00,0.15,0.41,1.00,0.36,0.13,-5.00,-23.75,1.38,3.25,0.25,5,-73,1,-6.00
George Roop,Cub Swanson,0,1.77,2.1,-2,-1,3.83,15.00,-0.11,0.33,0.61,-0.23,-0.07,7.20,24.07,-0.93,-2.47,-0.20,-1.00,-1.00,2.65,2.00,0.10,1.00,0.50,-0.30,0.00,4.00,6.50,-0.50,-1.50,0.00,5,2,2,13.00
Phil Davis,Rashad Evans,0,2.76,1.52,5,2,1.23,12.00,0.36,0.61,1.00,0.63,0.00,14.50,22.92,1.08,1.58,0.25,6.00,2.00,1.63,21.00,-0.01,0.42,0.72,0.21,-0.14,-0.38,-1.33,0.71,1.81,-0.10,2,4,-5,-9.00
Nik Lentz,Evan Dunham,0,4.2,1.28,3,1,2.16,23.00,0.01,0.32,0.60,-0.01,-0.13,1.48,2.35,0.09,1.13,0.39,3.00,1.00,1.73,17.00,-0.04,0.34,0.79,0.03,-0.06,6.59,14.88,-0.06,-1.47,0.35,-2,-2,-3,6.00
Michael Johnson,Shane Roller,1,3.25,1.41,-1,0,1.89,5.00,0.05,0.33,0.92,-0.07,0.40,2.80,7.00,-0.40,-2.80,-0.60,-1.00,-1.00,2.33,6.00,-0.20,0.11,0.33,-0.09,-0.17,-4.33,0.50,-0.33,0.17,-0.17,0,1,-7,-1.00
Jorge Rivera,Eric Schafer,1,2.35,1.69,1,1,2.75,15.00,0.10,0.29,0.65,0.09,0.27,1.40,-0.07,-0.13,-0.87,-0.20,-2.00,1.00,3.47,13.00,-0.02,0.19,0.79,0.08,-0.31,-7.69,-11.31,-0.15,0.23,0.31,-2,-3,5,2.00
Melvin Guillard,Jim Miller,0,2.4,1.67,4,1,1.77,17.00,0.19,0.23,0.69,-0.17,0.41,4.82,6.12,-0.71,-2.12,-0.35,7.00,5.00,1.70,28.00,0.00,0.44,0.64,0.18,0.11,2.00,4.07,0.00,0.32,0.75,1,0,0,-11.00
Daniel Roberts,Charlie Brenneman,0,4.25,1.28,0,1,1.97,12.00,-0.21,0.59,0.45,0.04,-0.08,-6.83,-2.25,0.33,1.17,0.50,1.00,-2.00,3.26,12.00,-0.03,0.41,0.90,0.22,-0.25,-0.25,-0.83,1.17,2.17,-0.58,0,4,1,0.00
Duane Ludwig,Josh Neer,0,2.55,1.61,0,-2,3.32,8.00,-0.02,0.13,0.78,-0.07,-0.38,8.00,25.00,-0.25,-1.13,-0.13,0.00,2.00,1.38,16.00,0.07,0.21,0.63,-0.19,-0.06,7.25,8.88,-0.88,-1.63,0.44,-1,-2,5,-8.00
Pat Barry,Christian Morecraft,1,1.5,2.85,-1,-2,1.90,13.00,0.16,0.00,0.86,-0.10,0.31,-1.54,-12.08,-0.08,-0.92,-0.31,-1.00,-1.00,2.50,6.00,-0.15,0.72,0.83,0.50,-0.67,3.17,15.83,0.50,0.67,0.17,-7,-7,7,7.00
Iuri Alcantara,Michihiro Omigawa,1,1.52,2.77,1,0,1.21,3.00,-0.19,1.00,1.00,0.33,0.00,-2.33,1.67,2.00,2.00,0.00,-3.00,0.00,2.34,15.00,-0.01,0.48,0.48,-0.13,0.00,-6.13,-19.27,-0.73,-1.33,0.53,3,3,-5,-12.00
Terry Etim,Edson Barboza,0,3.75,1.33,2,3,1.44,18.00,0.17,0.13,0.52,-0.33,0.06,2.06,-3.50,-0.89,-1.39,0.33,3.00,1.00,1.32,9.00,0.08,0.67,0.67,0.15,0.33,0.00,-1.00,0.33,-0.78,-0.11,2,-2,0,9.00
Vitor Belfort,Anthony Johnson,1,1.8,2.15,1,1,2.11,3.00,0.12,0.00,1.00,0.03,0.33,5.33,8.00,0.00,-0.33,0.00,3.00,2.00,1.54,17.00,0.20,0.35,0.89,0.27,0.41,6.24,10.65,0.59,0.29,-0.18,-2,-4,7,-14.00
Sam Stout,Thiago Tavares,0,2.15,1.8,2,1,1.53,22.00,-0.12,0.19,0.74,-0.08,0.09,3.27,27.36,-0.68,-3.32,-0.32,1.00,0.00,1.65,22.00,-0.01,0.48,0.69,0.22,-0.18,-3.23,-7.09,0.55,1.27,0.09,2,0,0,0.00
Chad Mendes,Jose Aldo,0,3.1,1.43,2,0,1.23,6.00,0.29,0.70,1.00,0.35,0.00,9.67,2.67,1.50,1.50,-0.33,2.00,0.00,1.24,10.00,0.09,0.28,0.73,0.09,0.10,3.40,2.10,0.30,-1.20,0.10,-1,-4,1,-4.00
Mike Massenzio,Rousimar Palhares,0,5.35,1.2,-1,-1,2.52,11.00,-0.16,0.35,0.80,0.09,0.09,-6.73,-15.00,0.73,3.36,0.09,4.00,3.00,1.91,16.00,-0.03,0.42,0.63,0.23,-0.06,0.13,-4.38,0.56,1.88,0.50,6,2,-2,-5.00
Ricardo Funch,Mike Pyle,0,5.55,1.19,-2,-1,3.15,5.00,0.15,0.08,0.50,-0.48,0.00,-8.20,-14.00,-1.40,-1.60,-1.20,1.00,-1.00,3.24,16.00,-0.02,0.22,0.49,-0.17,0.00,-0.81,-5.13,0.25,0.38,0.25,-2,0,-5,-11.00
Diego Nunes,Manvel Gamburyan,1,1.47,2.95,0,0,2.93,6.00,-0.04,0.50,0.66,-0.18,0.17,-2.33,-2.17,-1.00,-3.67,-0.17,-2.00,0.00,3.15,11.00,-0.18,0.19,0.93,0.02,-0.09,-2.09,0.00,0.27,1.55,0.27,1,0,-1,-5.00
Ross Pearson,Junior Assuncao,1,1.31,3.95,2,0,1.99,16.00,0.10,0.25,0.73,0.00,-0.13,7.19,3.88,0.00,0.31,-0.06,0.00,-1.00,2.25,4.00,-0.05,0.44,0.84,0.28,-0.25,12.50,16.75,0.75,1.75,-1.25,-1,-3,-3,12.00
Jacob Volkmann,Efrain Escudero,1,1.38,3.45,2,-1,2.33,16.00,-0.11,0.51,0.71,0.12,-0.19,-2.38,-2.13,0.56,0.50,0.50,1.00,-1.00,1.45,13.00,0.08,0.37,0.81,0.14,0.23,3.08,4.54,0.23,-0.08,-0.15,0,0,6,3.00
Alexander Gustafsson,Vladimir Matyushenko,1,1.3,4,3,3,2.28,7.00,-0.29,0.23,0.91,-0.06,0.43,3.57,13.43,0.14,-1.29,0.57,3.00,1.00,3.01,9.00,-0.16,0.49,0.70,0.08,0.11,4.56,6.11,0.67,0.44,0.11,5,5,-16,-2.00
Anthony Njokuani,Danny Castillo,0,2.7,1.54,0,0,2.45,6.00,0.25,0.83,0.50,0.01,0.00,21.17,22.33,0.17,0.17,0.00,1.00,1.00,1.79,7.00,0.17,0.57,0.69,0.24,0.00,11.14,14.57,0.57,1.00,-1.43,4,4,-1,-1.00
Sean Pierson,Dong Hyun Kim,0,4.15,1.29,0,-1,2.98,4.00,0.02,0.17,0.50,0.07,0.00,17.75,-2.50,0.00,0.00,0.00,4.00,0.00,1.86,19.00,0.11,0.64,0.73,0.35,-0.05,1.95,-1.16,0.89,0.95,-0.05,-2,0,5,-15.00
Johny Hendricks,Jon Fitch,1,3.05,1.44,5,3,1.42,16.00,0.18,0.30,0.81,0.13,0.25,2.06,-0.25,1.00,1.31,0.25,5.00,0.00,1.67,29.00,0.07,0.54,0.76,0.39,-0.10,2.72,3.83,0.76,1.48,-0.34,-3,-5,-5,-13.00
Donald Cerrone,Nate Diaz,0,1.36,3.55,4,3,1.52,7.00,0.09,0.19,0.97,0.06,0.29,10.29,10.14,0.29,-0.57,0.00,4.00,8.00,1.77,31.00,0.03,0.39,0.55,-0.13,0.03,3.68,11.26,-0.68,-0.58,0.29,1,-3,2,-24.00
Nam Phan,Jimy Hettes,0,1.61,2.55,-1,0,2.33,9.00,0.10,0.33,0.69,-0.13,-0.11,10.00,-10.33,-0.67,-2.44,0.11,1.00,1.00,1.24,2.00,-0.23,0.55,1.00,0.28,0.00,-5.50,-9.00,2.50,4.50,1.00,-3,-1,4,7.00
Tito Ortiz,Rogerio Nogueira,0,3.45,1.38,-4,0,4.33,15.00,-0.07,0.27,0.46,-0.07,0.00,-7.40,-14.87,0.00,1.00,0.33,0.00,1.00,2.38,10.00,-0.03,0.25,0.78,-0.19,0.10,-3.20,-1.60,-1.10,-3.90,-0.20,1,-1,1,5.00
Nik Lentz,Mark Bocek,0,2.32,1.7,4,1,2.12,20.00,0.04,0.36,0.64,0.10,-0.15,3.50,5.40,0.35,1.65,0.30,1.00,2.00,2.66,19.00,-0.01,0.57,0.64,0.37,-0.05,-2.74,-3.63,0.89,2.47,0.32,0,-7,-3,1.00
Constantinos Philippou,Jared Hamman,1,2.66,1.57,0,0,2.50,6.00,-0.01,0.33,0.57,-0.27,0.17,0.33,1.50,-0.33,-1.17,0.17,0.00,0.00,2.38,9.00,0.02,0.25,0.51,-0.05,0.00,7.67,16.11,-2.33,-3.22,-0.22,-4,-2,3,-3.00
Jon Jones,Lyoto Machida,1,1.21,5.2,7,6,1.32,20.00,0.27,0.68,1.00,0.36,0.10,10.80,13.90,1.00,1.00,0.30,5.00,3.00,1.42,22.00,0.24,0.41,0.81,0.20,0.32,5.23,5.09,0.14,-0.82,0.14,3,10,-9,-2.00
Mark Hominick,Chan Sung Jung,0,1.18,5.75,0,1,3.38,6.00,0.07,0.25,0.73,-0.06,0.17,-4.33,-8.33,-0.67,-1.33,-0.17,1.00,1.00,1.80,2.00,0.13,0.50,1.00,0.27,0.00,7.50,6.50,0.50,0.50,0.50,1,-4,5,4.00
Frank Mir,Antonio Rodrigo Nogueira,1,1.48,2.9,4,3,1.66,14.00,0.03,0.34,0.75,-0.13,0.29,-2.86,-1.64,0.43,0.50,0.36,2.00,0.00,3.30,13.00,-0.04,0.16,0.83,0.00,-0.23,-4.54,-13.15,0.38,1.23,0.46,0,2,-3,1.00
Brian Ebersole,Claude Patrick,1,2,1.91,2,1,2.70,4.00,0.48,0.25,0.50,0.18,0.25,6.75,4.50,0.75,1.75,-1.25,3.00,1.00,1.61,8.00,0.09,0.63,0.92,0.42,0.00,5.25,1.00,0.88,0.63,0.25,1,-2,0,-4.00
Igor Pokrajac,Krzysztof Soszynski,1,3.35,1.39,-1,1,2.34,11.00,-0.06,0.33,0.62,-0.39,0.27,-3.27,-4.00,-0.64,-1.27,-0.18,4.00,3.00,1.59,18.00,-0.01,0.15,0.68,0.06,0.00,3.67,7.67,-0.39,-1.50,0.33,-1,-3,-2,-7.00
Dennis Hallman,John Makdessi,1,2.42,1.66,0,-1,2.68,8.00,-0.22,0.50,0.84,0.18,0.00,-2.38,-0.38,0.50,1.00,0.25,2.00,1.00,1.92,6.00,0.40,0.00,0.75,0.00,0.33,13.33,-13.00,-0.17,-0.83,0.00,1,4,10,2.00
Walel Watson,Yves Jabouin,0,2.45,1.65,1,1,2.00,1.00,0.32,0.00,1.00,0.05,2.00,9.00,25.00,0.00,0.00,0.00,0.00,-1.00,2.17,4.00,-0.04,0.17,0.79,-0.03,0.00,-1.50,-1.75,-0.25,-0.50,-0.50,4,7,-5,-3.00
Tony Ferguson,Yves Edwards,1,1.29,4.18,2,2,1.58,2.00,0.25,0.33,1.00,0.16,0.50,14.50,7.00,1.00,1.50,0.00,2.00,1.00,1.92,8.00,0.22,0.38,0.95,0.17,0.13,9.63,1.88,0.00,-1.88,0.00,2,3,-8,-6.00
Miguel Torres,Nick Pace,1,1.24,4.65,0,0,1.57,6.00,0.14,0.00,0.50,-0.14,0.00,10.00,8.17,-0.83,-0.67,0.50,0.00,1.00,2.27,6.00,0.01,0.64,0.75,0.27,0.00,-4.67,-12.00,1.33,1.67,0.33,2,8,6,0.00
Mauricio Rua,Dan Henderson,0,1.65,2.43,1,2,2.39,17.00,0.07,0.13,0.32,-0.11,0.24,0.47,-2.06,-0.53,0.18,-0.06,1.00,0.00,2.00,15.00,-0.03,0.27,0.84,0.09,0.07,-1.47,-2.13,0.27,-0.20,0.07,2,2,-11,2.00
Jason Brilz,Ryan Bader,0,4.45,1.26,0,0,2.97,15.00,0.00,0.37,0.72,0.35,-0.07,4.40,6.87,0.53,2.67,0.27,3.00,0.00,2.11,16.00,0.08,0.30,0.86,0.16,0.19,4.00,3.00,0.88,2.25,-0.19,-3,-3,8,-1.00
Danny Castillo,Shamar Bailey,1,1.27,4.35,0,0,2.05,6.00,0.31,0.35,0.54,-0.11,0.00,9.83,12.00,0.17,0.67,-1.67,0.00,0.00,3.02,6.00,0.09,0.28,1.00,0.31,0.00,-7.17,-27.83,0.83,2.17,-0.17,0,-4,3,0.00
Matt Brown,Seth Baczynski,0,1.74,2.25,1,1,2.71,20.00,0.16,0.42,0.65,-0.21,0.20,4.75,5.30,-0.85,-2.70,0.15,0.00,1.00,2.24,5.00,-0.05,0.00,0.75,-0.12,0.20,6.60,18.00,-0.60,-0.40,0.80,-3,0,0,15.00
Kyle Kingsbury,Stephan Bonnar,0,1.68,2.38,3,1,2.09,13.00,0.00,0.27,0.68,0.04,0.08,0.46,4.31,0.46,0.46,-0.15,1.00,2.00,2.09,17.00,-0.04,0.21,0.75,0.13,0.00,2.35,6.59,-0.29,-0.82,0.29,0,0,-5,-4.00
Urijah Faber,Brian Bowles,1,1.57,2.64,0,0,1.98,8.00,0.10,0.19,0.69,0.08,0.00,-0.25,-3.63,-0.25,0.00,0.00,2.00,1.00,1.32,4.00,0.07,1.00,1.00,0.17,0.00,4.25,2.25,0.50,0.50,0.25,-1,-3,1,4.00
Rick Story,Martin Kampmann,0,1.91,2,4,2,2.18,22.00,0.03,0.61,0.65,0.23,0.05,7.09,13.95,0.18,0.14,0.18,1.00,1.00,2.44,18.00,0.02,0.26,0.81,0.19,0.11,1.67,-1.33,-0.17,-1.83,0.67,-3,-1,-2,4.00
Rafael Dos Anjos,Gleison Tibau,0,2.45,1.65,1,0,2.33,18.00,0.06,0.34,0.92,0.15,0.00,0.33,-3.89,0.61,1.28,0.39,3.00,2.00,1.59,27.00,0.01,0.71,0.93,0.33,0.04,-1.70,-1.04,1.81,2.11,0.19,-2,-1,-1,-9.00
Chris Weidman,Tom Lawlor,1,1.3,4,2,1,1.32,4.00,0.02,0.81,1.00,0.65,0.00,5.00,9.75,1.50,2.25,0.25,1.00,0.00,1.86,12.00,0.08,0.27,0.93,0.19,0.08,5.00,5.58,0.92,2.17,0.42,2,4,-1,-8.00
Mike Pierce,Paul Bradley,1,1.33,3.7,2,2,1.57,17.00,0.12,0.51,0.91,0.52,0.06,3.18,3.65,0.88,1.24,0.12,-1.00,0.00,1.71,3.00,-0.16,0.25,1.00,0.17,0.00,-10.00,-18.67,1.00,3.67,0.00,-1,71,3,14.00
Benson Henderson,Clay Guida,1,1.38,3.45,2,0,2.14,6.00,0.15,0.88,0.82,0.38,0.00,16.00,30.00,1.00,0.00,-1.00,5.00,2.00,2.03,28.00,0.06,0.46,0.86,0.41,0.04,0.14,-0.57,1.11,1.93,-0.21,2,0,-2,-22.00
Cain Velasquez,Junior Dos Santos,0,1.8,2.15,7,6,2.55,11.00,0.23,0.49,0.91,0.56,0.55,22.55,31.00,1.18,1.36,0.09,7.00,5.00,1.45,13.00,0.14,0.21,0.81,0.03,0.54,18.54,34.15,0.08,-0.62,0.00,-3,0,2,-2.00
Cole Escovedo,Alex Caceres,0,1.37,3.48,-2,-1,3.58,5.00,-0.03,0.00,0.07,-0.38,-0.40,-11.60,-20.20,-1.40,-1.40,0.00,-2.00,-2.00,3.83,3.00,-0.19,0.00,0.43,-0.58,0.00,1.33,5.00,-2.67,-4.67,-1.00,-3,-1,7,2.00
DaMarques Johnson,Clay Harvison,1,1.38,3.4,0,0,2.55,10.00,-0.15,0.25,0.33,-0.11,0.10,-10.30,-15.70,-0.90,-0.90,-0.90,0.00,-1.00,2.55,5.00,0.06,0.50,0.83,-0.31,-0.20,-2.80,-12.40,-1.20,-4.20,0.20,0,1,-2,5.00
Dustin Poirier,Pablo Garza,1,1.44,3.05,2,0,2.40,6.00,0.16,0.28,0.89,0.30,0.00,13.50,15.00,0.50,0.00,-0.33,2.00,2.00,2.58,2.00,-0.23,0.00,1.00,-0.02,0.50,6.00,8.50,0.00,0.50,0.50,-4,-1,-6,4.00
Mark Munoz,Chris Leben,1,1.44,3.05,4,2,1.90,17.00,0.07,0.25,0.63,0.06,-0.06,4.12,3.53,-0.06,1.35,-0.24,3.00,3.00,2.78,20.00,0.04,0.24,0.67,-0.08,0.00,1.95,4.60,-0.55,-0.95,0.15,1,-2,2,-3.00
Michihiro Omigawa,Jason Young,1,1.48,2.9,-4,0,2.76,12.00,-0.05,0.50,0.51,-0.28,0.00,-7.08,-19.42,-1.08,-2.25,0.42,-1.00,0.00,3.75,3.00,-0.17,0.00,0.45,-0.25,0.00,-6.67,5.00,-1.67,-3.00,0.00,-3,-5,11,9.00
Terry Etim,Edward Faaloloto,1,1.15,6.4,1,2,1.74,17.00,0.07,0.14,0.45,-0.31,0.06,1.88,-3.88,-0.94,-1.47,0.29,-1.00,-1.00,5.30,1.00,0.03,0.00,0.00,-0.19,-1.00,-10.00,-30.00,-1.00,-1.00,0.00,73,3,-2,16.00
Cyrille Diabate,Anthony Perosh,0,1.28,4.2,1,0,2.72,6.00,0.34,0.33,0.73,-0.35,0.00,19.00,10.67,-0.33,-1.67,-0.50,0.00,0.00,2.65,3.00,-0.09,0.13,1.00,0.04,0.00,-7.00,-12.67,0.33,5.00,0.00,3,6,-1,3.00
Eliot Marshall,Brandon Vera,0,4.4,1.26,1,0,2.53,11.00,-0.04,0.20,0.74,-0.02,-0.09,-1.55,-0.82,-0.27,-1.73,0.18,-2.00,-1.00,2.70,22.00,0.10,0.44,0.65,-0.32,0.14,-0.27,-5.45,-0.27,-1.14,-0.05,-1,-1,-3,-11.00
Roy Nelson,Mirko Filipovic,1,1.48,2.9,0,2,2.51,8.00,-0.05,0.13,0.69,0.11,0.13,-14.00,-24.75,-0.75,0.00,0.00,-1.00,0.00,2.93,18.00,0.03,0.29,0.89,-0.05,-0.11,-4.17,-8.33,-0.17,-1.28,0.17,-2,0,-2,-10.00
Ramsey Nijem,Danny Downes,1,1.51,2.8,-1,-1,1.95,1.00,-0.34,0.00,0.34,-0.32,-1.00,-9.00,19.00,-2.00,-3.00,0.00,-1.00,0.00,4.00,3.00,-0.26,0.00,0.25,-0.52,0.00,-7.67,0.00,-2.00,-2.67,-0.67,-1,3,-2,-2.00
Cheick Kongo,Matt Mitrione,1,2.18,1.78,4,4,1.45,21.00,0.17,0.52,0.69,0.22,-0.05,9.95,12.05,0.38,0.24,-0.24,5.00,4.00,1.57,10.00,0.22,0.00,0.57,-0.18,0.60,10.00,5.40,-0.80,-1.80,0.30,1,0,3,11.00
Donald Cerrone,Dennis Siver,1,1.43,3.15,3,2,1.55,6.00,0.17,0.25,0.95,0.15,0.00,12.50,11.50,0.33,-0.33,-0.17,5.00,4.00,2.74,25.00,-0.06,0.17,0.62,-0.07,0.16,3.84,17.56,-0.28,-0.96,-0.16,7,3,-4,-19.00
Mike Massenzio,Steve Cantwell,1,2.45,1.65,-2,-1,2.55,8.00,-0.24,0.42,0.75,0.05,0.13,-12.00,-20.63,0.88,3.25,0.25,-2.00,1.00,1.69,10.00,-0.06,0.29,0.75,0.05,-0.10,-14.30,-17.80,0.10,0.10,0.10,0,-2,4,-2.00
Kenny Florian,Jose Aldo,0,4.2,1.28,6,5,1.48,23.00,0.08,0.48,0.60,0.08,0.00,4.74,8.48,0.30,0.83,0.09,1.00,0.00,1.20,5.00,0.04,0.55,0.50,0.20,0.20,4.60,6.80,0.80,1.40,0.20,3,4,10,18.00
